"R.native","Desc","Bytestring","status","OriginalOrder"
"🏃🏾‍♂‍➡","Man_Running_Facing_Right:_Medium-Dark_Skin_Tone","1F3C3 1F3FE 200D 2642 200D 27A1","minimally-qualified",2409
"🏃🏽‍♂‍➡","Man_Running_Facing_Right:_Medium_Skin_Tone","1F3C3 1F3FD 200D 2642 200D 27A1","minimally-qualified",2405
"🏃🏼‍♂‍➡","Man_Running_Facing_Right:_Medium-Light_Skin_Tone","1F3C3 1F3FC 200D 2642 200D 27A1","minimally-qualified",2401
"🏃🏻‍♂‍➡","Man_Running_Facing_Right:_Light_Skin_Tone","1F3C3 1F3FB 200D 2642 200D 27A1","minimally-qualified",2397
"🏃‍♂️‍➡","Man_Running_Facing_Right","1F3C3 200D 2642 FE0F 200D 27A1","minimally-qualified",2392
"🏃‍♂‍➡️","Man_Running_Facing_Right","1F3C3 200D 2642 200D 27A1 FE0F","minimally-qualified",2391
"🏃🏿‍♀‍➡","Woman_Running_Facing_Right:_Dark_Skin_Tone","1F3C3 1F3FF 200D 2640 200D 27A1","minimally-qualified",2389
"🏃🏾‍♀‍➡","Woman_Running_Facing_Right:_Medium-Dark_Skin_Tone","1F3C3 1F3FE 200D 2640 200D 27A1","minimally-qualified",2385
"🏃🏽‍♀‍➡","Woman_Running_Facing_Right:_Medium_Skin_Tone","1F3C3 1F3FD 200D 2640 200D 27A1","minimally-qualified",2381
"🏃🏼‍♀‍➡","Woman_Running_Facing_Right:_Medium-Light_Skin_Tone","1F3C3 1F3FC 200D 2640 200D 27A1","minimally-qualified",2377
"🏃🏻‍♀‍➡","Woman_Running_Facing_Right:_Light_Skin_Tone","1F3C3 1F3FB 200D 2640 200D 27A1","minimally-qualified",2373
"🏃‍♀️‍➡","Woman_Running_Facing_Right","1F3C3 200D 2640 FE0F 200D 27A1","minimally-qualified",2368
"🏃‍♀‍➡️","Woman_Running_Facing_Right","1F3C3 200D 2640 200D 27A1 FE0F","minimally-qualified",2367
"👩🏿‍🦽‍➡","Woman_In_Manual_Wheelchair_Facing_Right:_Dark_Skin_Tone","1F469 1F3FF 200D 1F9BD 200D 27A1","minimally-qualified",2323
"👩🏾‍🦽‍➡","Woman_In_Manual_Wheelchair_Facing_Right:_Medium-Dark_Skin_Tone","1F469 1F3FE 200D 1F9BD 200D 27A1","minimally-qualified",2321
"👩🏽‍🦽‍➡","Woman_In_Manual_Wheelchair_Facing_Right:_Medium_Skin_Tone","1F469 1F3FD 200D 1F9BD 200D 27A1","minimally-qualified",2319
"👩🏼‍🦽‍➡","Woman_In_Manual_Wheelchair_Facing_Right:_Medium-Light_Skin_Tone","1F469 1F3FC 200D 1F9BD 200D 27A1","minimally-qualified",2317
"👩🏻‍🦽‍➡","Woman_In_Manual_Wheelchair_Facing_Right:_Light_Skin_Tone","1F469 1F3FB 200D 1F9BD 200D 27A1","minimally-qualified",2315
"👩‍🦽‍➡️","Woman_In_Manual_Wheelchair_Facing_Right","1F469 200D 1F9BD 200D 27A1 FE0F","fully-qualified",2312
"👨🏿‍🦽‍➡","Man_In_Manual_Wheelchair_Facing_Right:_Dark_Skin_Tone","1F468 1F3FF 200D 1F9BD 200D 27A1","minimally-qualified",2305
"👨🏾‍🦽‍➡","Man_In_Manual_Wheelchair_Facing_Right:_Medium-Dark_Skin_Tone","1F468 1F3FE 200D 1F9BD 200D 27A1","minimally-qualified",2303
"👨🏽‍🦽‍➡","Man_In_Manual_Wheelchair_Facing_Right:_Medium_Skin_Tone","1F468 1F3FD 200D 1F9BD 200D 27A1","minimally-qualified",2301
"👨🏼‍🦽‍➡","Man_In_Manual_Wheelchair_Facing_Right:_Medium-Light_Skin_Tone","1F468 1F3FC 200D 1F9BD 200D 27A1","minimally-qualified",2299
"👨🏻‍🦽‍➡","Man_In_Manual_Wheelchair_Facing_Right:_Light_Skin_Tone","1F468 1F3FB 200D 1F9BD 200D 27A1","minimally-qualified",2297
"👨‍🦽‍➡️","Man_In_Manual_Wheelchair_Facing_Right","1F468 200D 1F9BD 200D 27A1 FE0F","fully-qualified",2294
"🧑🏿‍🦽‍➡","Person_In_Manual_Wheelchair_Facing_Right:_Dark_Skin_Tone","1F9D1 1F3FF 200D 1F9BD 200D 27A1","minimally-qualified",2287
"🧑🏾‍🦽‍➡","Person_In_Manual_Wheelchair_Facing_Right:_Medium-Dark_Skin_Tone","1F9D1 1F3FE 200D 1F9BD 200D 27A1","minimally-qualified",2285
"🧑🏽‍🦽‍➡","Person_In_Manual_Wheelchair_Facing_Right:_Medium_Skin_Tone","1F9D1 1F3FD 200D 1F9BD 200D 27A1","minimally-qualified",2283
"🧑🏼‍🦽‍➡","Person_In_Manual_Wheelchair_Facing_Right:_Medium-Light_Skin_Tone","1F9D1 1F3FC 200D 1F9BD 200D 27A1","minimally-qualified",2281
"🧑🏻‍🦽‍➡","Person_In_Manual_Wheelchair_Facing_Right:_Light_Skin_Tone","1F9D1 1F3FB 200D 1F9BD 200D 27A1","minimally-qualified",2279
"🧑‍🦽‍➡️","Person_In_Manual_Wheelchair_Facing_Right","1F9D1 200D 1F9BD 200D 27A1 FE0F","fully-qualified",2276
"👩🏿‍🦼‍➡","Woman_In_Motorized_Wheelchair_Facing_Right:_Dark_Skin_Tone","1F469 1F3FF 200D 1F9BC 200D 27A1","minimally-qualified",2269
"👩🏾‍🦼‍➡","Woman_In_Motorized_Wheelchair_Facing_Right:_Medium-Dark_Skin_Tone","1F469 1F3FE 200D 1F9BC 200D 27A1","minimally-qualified",2267
"👩🏽‍🦼‍➡","Woman_In_Motorized_Wheelchair_Facing_Right:_Medium_Skin_Tone","1F469 1F3FD 200D 1F9BC 200D 27A1","minimally-qualified",2265
"👩🏼‍🦼‍➡","Woman_In_Motorized_Wheelchair_Facing_Right:_Medium-Light_Skin_Tone","1F469 1F3FC 200D 1F9BC 200D 27A1","minimally-qualified",2263
"👩🏻‍🦼‍➡","Woman_In_Motorized_Wheelchair_Facing_Right:_Light_Skin_Tone","1F469 1F3FB 200D 1F9BC 200D 27A1","minimally-qualified",2261
"👩‍🦼‍➡️","Woman_In_Motorized_Wheelchair_Facing_Right","1F469 200D 1F9BC 200D 27A1 FE0F","fully-qualified",2258
"👨🏿‍🦼‍➡","Man_In_Motorized_Wheelchair_Facing_Right:_Dark_Skin_Tone","1F468 1F3FF 200D 1F9BC 200D 27A1","minimally-qualified",2251
"👨🏾‍🦼‍➡","Man_In_Motorized_Wheelchair_Facing_Right:_Medium-Dark_Skin_Tone","1F468 1F3FE 200D 1F9BC 200D 27A1","minimally-qualified",2249
"👨🏽‍🦼‍➡","Man_In_Motorized_Wheelchair_Facing_Right:_Medium_Skin_Tone","1F468 1F3FD 200D 1F9BC 200D 27A1","minimally-qualified",2247
"👨🏼‍🦼‍➡","Man_In_Motorized_Wheelchair_Facing_Right:_Medium-Light_Skin_Tone","1F468 1F3FC 200D 1F9BC 200D 27A1","minimally-qualified",2245
"👨🏻‍🦼‍➡","Man_In_Motorized_Wheelchair_Facing_Right:_Light_Skin_Tone","1F468 1F3FB 200D 1F9BC 200D 27A1","minimally-qualified",2243
"👨‍🦼‍➡️","Man_In_Motorized_Wheelchair_Facing_Right","1F468 200D 1F9BC 200D 27A1 FE0F","fully-qualified",2240
"🧑🏿‍🦼‍➡","Person_In_Motorized_Wheelchair_Facing_Right:_Dark_Skin_Tone","1F9D1 1F3FF 200D 1F9BC 200D 27A1","minimally-qualified",2233
"🧑🏾‍🦼‍➡","Person_In_Motorized_Wheelchair_Facing_Right:_Medium-Dark_Skin_Tone","1F9D1 1F3FE 200D 1F9BC 200D 27A1","minimally-qualified",2231
"🧑🏽‍🦼‍➡","Person_In_Motorized_Wheelchair_Facing_Right:_Medium_Skin_Tone","1F9D1 1F3FD 200D 1F9BC 200D 27A1","minimally-qualified",2229
"🧑🏼‍🦼‍➡","Person_In_Motorized_Wheelchair_Facing_Right:_Medium-Light_Skin_Tone","1F9D1 1F3FC 200D 1F9BC 200D 27A1","minimally-qualified",2227
"🧑🏻‍🦼‍➡","Person_In_Motorized_Wheelchair_Facing_Right:_Light_Skin_Tone","1F9D1 1F3FB 200D 1F9BC 200D 27A1","minimally-qualified",2225
"🧑‍🦼‍➡️","Person_In_Motorized_Wheelchair_Facing_Right","1F9D1 200D 1F9BC 200D 27A1 FE0F","fully-qualified",2222
"👩🏿‍🦯‍➡","Woman_With_White_Cane_Facing_Right:_Dark_Skin_Tone","1F469 1F3FF 200D 1F9AF 200D 27A1","minimally-qualified",2215
"👩🏾‍🦯‍➡","Woman_With_White_Cane_Facing_Right:_Medium-Dark_Skin_Tone","1F469 1F3FE 200D 1F9AF 200D 27A1","minimally-qualified",2213
"👩🏽‍🦯‍➡","Woman_With_White_Cane_Facing_Right:_Medium_Skin_Tone","1F469 1F3FD 200D 1F9AF 200D 27A1","minimally-qualified",2211
"👩🏼‍🦯‍➡","Woman_With_White_Cane_Facing_Right:_Medium-Light_Skin_Tone","1F469 1F3FC 200D 1F9AF 200D 27A1","minimally-qualified",2209
"👩🏻‍🦯‍➡","Woman_With_White_Cane_Facing_Right:_Light_Skin_Tone","1F469 1F3FB 200D 1F9AF 200D 27A1","minimally-qualified",2207
"👩‍🦯‍➡️","Woman_With_White_Cane_Facing_Right","1F469 200D 1F9AF 200D 27A1 FE0F","fully-qualified",2204
"👨🏿‍🦯‍➡","Man_With_White_Cane_Facing_Right:_Dark_Skin_Tone","1F468 1F3FF 200D 1F9AF 200D 27A1","minimally-qualified",2197
"👨🏾‍🦯‍➡","Man_With_White_Cane_Facing_Right:_Medium-Dark_Skin_Tone","1F468 1F3FE 200D 1F9AF 200D 27A1","minimally-qualified",2195
"👨🏽‍🦯‍➡","Man_With_White_Cane_Facing_Right:_Medium_Skin_Tone","1F468 1F3FD 200D 1F9AF 200D 27A1","minimally-qualified",2193
"👨🏼‍🦯‍➡","Man_With_White_Cane_Facing_Right:_Medium-Light_Skin_Tone","1F468 1F3FC 200D 1F9AF 200D 27A1","minimally-qualified",2191
"👨🏻‍🦯‍➡","Man_With_White_Cane_Facing_Right:_Light_Skin_Tone","1F468 1F3FB 200D 1F9AF 200D 27A1","minimally-qualified",2189
"👨‍🦯‍➡️","Man_With_White_Cane_Facing_Right","1F468 200D 1F9AF 200D 27A1 FE0F","fully-qualified",2186
"🧑🏿‍🦯‍➡","Person_With_White_Cane_Facing_Right:_Dark_Skin_Tone","1F9D1 1F3FF 200D 1F9AF 200D 27A1","minimally-qualified",2179
"🧑🏾‍🦯‍➡","Person_With_White_Cane_Facing_Right:_Medium-Dark_Skin_Tone","1F9D1 1F3FE 200D 1F9AF 200D 27A1","minimally-qualified",2177
"🧑🏽‍🦯‍➡","Person_With_White_Cane_Facing_Right:_Medium_Skin_Tone","1F9D1 1F3FD 200D 1F9AF 200D 27A1","minimally-qualified",2175
"🧑🏼‍🦯‍➡","Person_With_White_Cane_Facing_Right:_Medium-Light_Skin_Tone","1F9D1 1F3FC 200D 1F9AF 200D 27A1","minimally-qualified",2173
"🧑🏻‍🦯‍➡","Person_With_White_Cane_Facing_Right:_Light_Skin_Tone","1F9D1 1F3FB 200D 1F9AF 200D 27A1","minimally-qualified",2171
"🧑‍🦯‍➡️","Person_With_White_Cane_Facing_Right","1F9D1 200D 1F9AF 200D 27A1 FE0F","fully-qualified",2168
"🧎🏿‍♂‍➡","Man_Kneeling_Facing_Right:_Dark_Skin_Tone","1F9CE 1F3FF 200D 2642 200D 27A1","minimally-qualified",2161
"🧎🏾‍♂‍➡","Man_Kneeling_Facing_Right:_Medium-Dark_Skin_Tone","1F9CE 1F3FE 200D 2642 200D 27A1","minimally-qualified",2157
"🧎🏽‍♂‍➡","Man_Kneeling_Facing_Right:_Medium_Skin_Tone","1F9CE 1F3FD 200D 2642 200D 27A1","minimally-qualified",2153
"🧎🏼‍♂‍➡","Man_Kneeling_Facing_Right:_Medium-Light_Skin_Tone","1F9CE 1F3FC 200D 2642 200D 27A1","minimally-qualified",2149
"🧎🏻‍♂‍➡","Man_Kneeling_Facing_Right:_Light_Skin_Tone","1F9CE 1F3FB 200D 2642 200D 27A1","minimally-qualified",2145
"🧎‍♂️‍➡","Man_Kneeling_Facing_Right","1F9CE 200D 2642 FE0F 200D 27A1","minimally-qualified",2140
"🧎‍♂‍➡️","Man_Kneeling_Facing_Right","1F9CE 200D 2642 200D 27A1 FE0F","minimally-qualified",2139
"🧎🏿‍♀‍➡","Woman_Kneeling_Facing_Right:_Dark_Skin_Tone","1F9CE 1F3FF 200D 2640 200D 27A1","minimally-qualified",2137
"🧎🏾‍♀‍➡","Woman_Kneeling_Facing_Right:_Medium-Dark_Skin_Tone","1F9CE 1F3FE 200D 2640 200D 27A1","minimally-qualified",2133
"🧎🏽‍♀‍➡","Woman_Kneeling_Facing_Right:_Medium_Skin_Tone","1F9CE 1F3FD 200D 2640 200D 27A1","minimally-qualified",2129
"🧎🏼‍♀‍➡","Woman_Kneeling_Facing_Right:_Medium-Light_Skin_Tone","1F9CE 1F3FC 200D 2640 200D 27A1","minimally-qualified",2125
"🧎🏻‍♀‍➡","Woman_Kneeling_Facing_Right:_Light_Skin_Tone","1F9CE 1F3FB 200D 2640 200D 27A1","minimally-qualified",2121
"🧎‍♀️‍➡","Woman_Kneeling_Facing_Right","1F9CE 200D 2640 FE0F 200D 27A1","minimally-qualified",2116
"🧎‍♀‍➡️","Woman_Kneeling_Facing_Right","1F9CE 200D 2640 200D 27A1 FE0F","minimally-qualified",2115
"🚶🏿‍♂‍➡","Man_Walking_Facing_Right:_Dark_Skin_Tone","1F6B6 1F3FF 200D 2642 200D 27A1","minimally-qualified",2041
"🚶🏾‍♂‍➡","Man_Walking_Facing_Right:_Medium-Dark_Skin_Tone","1F6B6 1F3FE 200D 2642 200D 27A1","minimally-qualified",2037
"🚶🏽‍♂‍➡","Man_Walking_Facing_Right:_Medium_Skin_Tone","1F6B6 1F3FD 200D 2642 200D 27A1","minimally-qualified",2033
"🚶🏼‍♂‍➡","Man_Walking_Facing_Right:_Medium-Light_Skin_Tone","1F6B6 1F3FC 200D 2642 200D 27A1","minimally-qualified",2029
"🚶🏻‍♂‍➡","Man_Walking_Facing_Right:_Light_Skin_Tone","1F6B6 1F3FB 200D 2642 200D 27A1","minimally-qualified",2025
"🚶‍♂️‍➡","Man_Walking_Facing_Right","1F6B6 200D 2642 FE0F 200D 27A1","minimally-qualified",2020
"🚶‍♂‍➡️","Man_Walking_Facing_Right","1F6B6 200D 2642 200D 27A1 FE0F","minimally-qualified",2019
"🚶🏿‍♀‍➡","Woman_Walking_Facing_Right:_Dark_Skin_Tone","1F6B6 1F3FF 200D 2640 200D 27A1","minimally-qualified",2017
"🚶🏾‍♀‍➡","Woman_Walking_Facing_Right:_Medium-Dark_Skin_Tone","1F6B6 1F3FE 200D 2640 200D 27A1","minimally-qualified",2013
"🚶🏽‍♀‍➡","Woman_Walking_Facing_Right:_Medium_Skin_Tone","1F6B6 1F3FD 200D 2640 200D 27A1","minimally-qualified",2009
"🚶🏼‍♀‍➡","Woman_Walking_Facing_Right:_Medium-Light_Skin_Tone","1F6B6 1F3FC 200D 2640 200D 27A1","minimally-qualified",2005
"🚶🏻‍♀‍➡","Woman_Walking_Facing_Right:_Light_Skin_Tone","1F6B6 1F3FB 200D 2640 200D 27A1","minimally-qualified",2001
"🚶‍♀️‍➡","Woman_Walking_Facing_Right","1F6B6 200D 2640 FE0F 200D 27A1","minimally-qualified",1996
"🚶‍♀‍➡️","Woman_Walking_Facing_Right","1F6B6 200D 2640 200D 27A1 FE0F","minimally-qualified",1995
"🏳️‍⚧️","Transgender_Flag","1F3F3 FE0F 200D 26A7 FE0F","fully-qualified",4958
"🧑‍🧒‍🧒","Family:_Adult,_Child,_Child","1F9D1 200D 1F9D2 200D 1F9D2","fully-qualified",3653
"🧑‍🧑‍🧒","Family:_Adult,_Adult,_Child","1F9D1 200D 1F9D1 200D 1F9D2","fully-qualified",3650
"👩‍👧‍👧","Family:_Woman,_Girl,_Girl","1F469 200D 1F467 200D 1F467","fully-qualified",3643
"👩‍👧‍👦","Family:_Woman,_Girl,_Boy","1F469 200D 1F467 200D 1F466","fully-qualified",3642
"👩‍👦‍👦","Family:_Woman,_Boy,_Boy","1F469 200D 1F466 200D 1F466","fully-qualified",3640
"👨‍👧‍👧","Family:_Man,_Girl,_Girl","1F468 200D 1F467 200D 1F467","fully-qualified",3638
"👨‍👧‍👦","Family:_Man,_Girl,_Boy","1F468 200D 1F467 200D 1F466","fully-qualified",3637
"👨‍👦‍👦","Family:_Man,_Boy,_Boy","1F468 200D 1F466 200D 1F466","fully-qualified",3635
"👩‍👩‍👧","Family:_Woman,_Woman,_Girl","1F469 200D 1F469 200D 1F467","fully-qualified",3630
"👩‍👩‍👦","Family:_Woman,_Woman,_Boy","1F469 200D 1F469 200D 1F466","fully-qualified",3629
"👨‍👨‍👧","Family:_Man,_Man,_Girl","1F468 200D 1F468 200D 1F467","fully-qualified",3625
"👨‍👨‍👦","Family:_Man,_Man,_Boy","1F468 200D 1F468 200D 1F466","fully-qualified",3624
"👨‍👩‍👧","Family:_Man,_Woman,_Girl","1F468 200D 1F469 200D 1F467","fully-qualified",3620
"👨‍👩‍👦","Family:_Man,_Woman,_Boy","1F468 200D 1F469 200D 1F466","fully-qualified",3619
"👩‍❤‍👩","Couple_With_Heart:_Woman,_Woman","1F469 200D 2764 200D 1F469","minimally-qualified",3568
"👨‍❤‍👨","Couple_With_Heart:_Man,_Man","1F468 200D 2764 200D 1F468","minimally-qualified",3516
"👩‍❤‍👨","Couple_With_Heart:_Woman,_Man","1F469 200D 2764 200D 1F468","minimally-qualified",3464
"🧑‍🤝‍🧑","People_Holding_Hands","1F9D1 200D 1F91D 200D 1F9D1","fully-qualified",3111
"🧘🏿‍♀️","Woman_In_Lotus_Position:_Dark_Skin_Tone","1F9D8 1F3FF 200D 2640 FE0F","fully-qualified",3097
"🧘🏾‍♀️","Woman_In_Lotus_Position:_Medium-Dark_Skin_Tone","1F9D8 1F3FE 200D 2640 FE0F","fully-qualified",3095
"🧘🏽‍♀️","Woman_In_Lotus_Position:_Medium_Skin_Tone","1F9D8 1F3FD 200D 2640 FE0F","fully-qualified",3093
"🧘🏼‍♀️","Woman_In_Lotus_Position:_Medium-Light_Skin_Tone","1F9D8 1F3FC 200D 2640 FE0F","fully-qualified",3091
"🧘🏻‍♀️","Woman_In_Lotus_Position:_Light_Skin_Tone","1F9D8 1F3FB 200D 2640 FE0F","fully-qualified",3089
"🧘🏿‍♂️","Man_In_Lotus_Position:_Dark_Skin_Tone","1F9D8 1F3FF 200D 2642 FE0F","fully-qualified",3085
"🧘🏾‍♂️","Man_In_Lotus_Position:_Medium-Dark_Skin_Tone","1F9D8 1F3FE 200D 2642 FE0F","fully-qualified",3083
"🧘🏽‍♂️","Man_In_Lotus_Position:_Medium_Skin_Tone","1F9D8 1F3FD 200D 2642 FE0F","fully-qualified",3081
"🧘🏼‍♂️","Man_In_Lotus_Position:_Medium-Light_Skin_Tone","1F9D8 1F3FC 200D 2642 FE0F","fully-qualified",3079
"🧘🏻‍♂️","Man_In_Lotus_Position:_Light_Skin_Tone","1F9D8 1F3FB 200D 2642 FE0F","fully-qualified",3077
"🤹🏿‍♀️","Woman_Juggling:_Dark_Skin_Tone","1F939 1F3FF 200D 2640 FE0F","fully-qualified",3067
"🤹🏾‍♀️","Woman_Juggling:_Medium-Dark_Skin_Tone","1F939 1F3FE 200D 2640 FE0F","fully-qualified",3065
"🤹🏽‍♀️","Woman_Juggling:_Medium_Skin_Tone","1F939 1F3FD 200D 2640 FE0F","fully-qualified",3063
"🤹🏼‍♀️","Woman_Juggling:_Medium-Light_Skin_Tone","1F939 1F3FC 200D 2640 FE0F","fully-qualified",3061
"🤹🏻‍♀️","Woman_Juggling:_Light_Skin_Tone","1F939 1F3FB 200D 2640 FE0F","fully-qualified",3059
"🤹🏿‍♂️","Man_Juggling:_Dark_Skin_Tone","1F939 1F3FF 200D 2642 FE0F","fully-qualified",3055
"🤹🏾‍♂️","Man_Juggling:_Medium-Dark_Skin_Tone","1F939 1F3FE 200D 2642 FE0F","fully-qualified",3053
"🤹🏽‍♂️","Man_Juggling:_Medium_Skin_Tone","1F939 1F3FD 200D 2642 FE0F","fully-qualified",3051
"🤹🏼‍♂️","Man_Juggling:_Medium-Light_Skin_Tone","1F939 1F3FC 200D 2642 FE0F","fully-qualified",3049
"🤹🏻‍♂️","Man_Juggling:_Light_Skin_Tone","1F939 1F3FB 200D 2642 FE0F","fully-qualified",3047
"🤾🏿‍♀️","Woman_Playing_Handball:_Dark_Skin_Tone","1F93E 1F3FF 200D 2640 FE0F","fully-qualified",3037
"🤾🏾‍♀️","Woman_Playing_Handball:_Medium-Dark_Skin_Tone","1F93E 1F3FE 200D 2640 FE0F","fully-qualified",3035
"🤾🏽‍♀️","Woman_Playing_Handball:_Medium_Skin_Tone","1F93E 1F3FD 200D 2640 FE0F","fully-qualified",3033
"🤾🏼‍♀️","Woman_Playing_Handball:_Medium-Light_Skin_Tone","1F93E 1F3FC 200D 2640 FE0F","fully-qualified",3031
"🤾🏻‍♀️","Woman_Playing_Handball:_Light_Skin_Tone","1F93E 1F3FB 200D 2640 FE0F","fully-qualified",3029
"🤾🏿‍♂️","Man_Playing_Handball:_Dark_Skin_Tone","1F93E 1F3FF 200D 2642 FE0F","fully-qualified",3025
"🤾🏾‍♂️","Man_Playing_Handball:_Medium-Dark_Skin_Tone","1F93E 1F3FE 200D 2642 FE0F","fully-qualified",3023
"🤾🏽‍♂️","Man_Playing_Handball:_Medium_Skin_Tone","1F93E 1F3FD 200D 2642 FE0F","fully-qualified",3021
"🤾🏼‍♂️","Man_Playing_Handball:_Medium-Light_Skin_Tone","1F93E 1F3FC 200D 2642 FE0F","fully-qualified",3019
"🤾🏻‍♂️","Man_Playing_Handball:_Light_Skin_Tone","1F93E 1F3FB 200D 2642 FE0F","fully-qualified",3017
"🤽🏿‍♀️","Woman_Playing_Water_Polo:_Dark_Skin_Tone","1F93D 1F3FF 200D 2640 FE0F","fully-qualified",3007
"🤽🏾‍♀️","Woman_Playing_Water_Polo:_Medium-Dark_Skin_Tone","1F93D 1F3FE 200D 2640 FE0F","fully-qualified",3005
"🤽🏽‍♀️","Woman_Playing_Water_Polo:_Medium_Skin_Tone","1F93D 1F3FD 200D 2640 FE0F","fully-qualified",3003
"🤽🏼‍♀️","Woman_Playing_Water_Polo:_Medium-Light_Skin_Tone","1F93D 1F3FC 200D 2640 FE0F","fully-qualified",3001
"🤽🏻‍♀️","Woman_Playing_Water_Polo:_Light_Skin_Tone","1F93D 1F3FB 200D 2640 FE0F","fully-qualified",2999
"🤽🏿‍♂️","Man_Playing_Water_Polo:_Dark_Skin_Tone","1F93D 1F3FF 200D 2642 FE0F","fully-qualified",2995
"🤽🏾‍♂️","Man_Playing_Water_Polo:_Medium-Dark_Skin_Tone","1F93D 1F3FE 200D 2642 FE0F","fully-qualified",2993
"🤽🏽‍♂️","Man_Playing_Water_Polo:_Medium_Skin_Tone","1F93D 1F3FD 200D 2642 FE0F","fully-qualified",2991
"🤽🏼‍♂️","Man_Playing_Water_Polo:_Medium-Light_Skin_Tone","1F93D 1F3FC 200D 2642 FE0F","fully-qualified",2989
"🤽🏻‍♂️","Man_Playing_Water_Polo:_Light_Skin_Tone","1F93D 1F3FB 200D 2642 FE0F","fully-qualified",2987
"🤼🏿‍♀️","Women_Wrestling:_Dark_Skin_Tone","1F93C 1F3FF 200D 2640 FE0F","fully-qualified",2917
"🤼🏾‍♀️","Women_Wrestling:_Medium-Dark_Skin_Tone","1F93C 1F3FE 200D 2640 FE0F","fully-qualified",2915
"🤼🏽‍♀️","Women_Wrestling:_Medium_Skin_Tone","1F93C 1F3FD 200D 2640 FE0F","fully-qualified",2913
"🤼🏼‍♀️","Women_Wrestling:_Medium-Light_Skin_Tone","1F93C 1F3FC 200D 2640 FE0F","fully-qualified",2911
"🤼🏻‍♀️","Women_Wrestling:_Light_Skin_Tone","1F93C 1F3FB 200D 2640 FE0F","fully-qualified",2909
"🤼🏿‍♂️","Men_Wrestling:_Dark_Skin_Tone","1F93C 1F3FF 200D 2642 FE0F","fully-qualified",2905
"🤼🏾‍♂️","Men_Wrestling:_Medium-Dark_Skin_Tone","1F93C 1F3FE 200D 2642 FE0F","fully-qualified",2903
"🤼🏽‍♂️","Men_Wrestling:_Medium_Skin_Tone","1F93C 1F3FD 200D 2642 FE0F","fully-qualified",2901
"🤼🏼‍♂️","Men_Wrestling:_Medium-Light_Skin_Tone","1F93C 1F3FC 200D 2642 FE0F","fully-qualified",2899
"🤼🏻‍♂️","Men_Wrestling:_Light_Skin_Tone","1F93C 1F3FB 200D 2642 FE0F","fully-qualified",2897
"🤸🏿‍♀️","Woman_Cartwheeling:_Dark_Skin_Tone","1F938 1F3FF 200D 2640 FE0F","fully-qualified",2887
"🤸🏾‍♀️","Woman_Cartwheeling:_Medium-Dark_Skin_Tone","1F938 1F3FE 200D 2640 FE0F","fully-qualified",2885
"🤸🏽‍♀️","Woman_Cartwheeling:_Medium_Skin_Tone","1F938 1F3FD 200D 2640 FE0F","fully-qualified",2883
"🤸🏼‍♀️","Woman_Cartwheeling:_Medium-Light_Skin_Tone","1F938 1F3FC 200D 2640 FE0F","fully-qualified",2881
"🤸🏻‍♀️","Woman_Cartwheeling:_Light_Skin_Tone","1F938 1F3FB 200D 2640 FE0F","fully-qualified",2879
"🤸🏿‍♂️","Man_Cartwheeling:_Dark_Skin_Tone","1F938 1F3FF 200D 2642 FE0F","fully-qualified",2875
"🤸🏾‍♂️","Man_Cartwheeling:_Medium-Dark_Skin_Tone","1F938 1F3FE 200D 2642 FE0F","fully-qualified",2873
"🤸🏽‍♂️","Man_Cartwheeling:_Medium_Skin_Tone","1F938 1F3FD 200D 2642 FE0F","fully-qualified",2871
"🤸🏼‍♂️","Man_Cartwheeling:_Medium-Light_Skin_Tone","1F938 1F3FC 200D 2642 FE0F","fully-qualified",2869
"🤸🏻‍♂️","Man_Cartwheeling:_Light_Skin_Tone","1F938 1F3FB 200D 2642 FE0F","fully-qualified",2867
"🚵🏿‍♀️","Woman_Mountain_Biking:_Dark_Skin_Tone","1F6B5 1F3FF 200D 2640 FE0F","fully-qualified",2857
"🚵🏾‍♀️","Woman_Mountain_Biking:_Medium-Dark_Skin_Tone","1F6B5 1F3FE 200D 2640 FE0F","fully-qualified",2855
"🚵🏽‍♀️","Woman_Mountain_Biking:_Medium_Skin_Tone","1F6B5 1F3FD 200D 2640 FE0F","fully-qualified",2853
"🚵🏼‍♀️","Woman_Mountain_Biking:_Medium-Light_Skin_Tone","1F6B5 1F3FC 200D 2640 FE0F","fully-qualified",2851
"🚵🏻‍♀️","Woman_Mountain_Biking:_Light_Skin_Tone","1F6B5 1F3FB 200D 2640 FE0F","fully-qualified",2849
"🚵🏿‍♂️","Man_Mountain_Biking:_Dark_Skin_Tone","1F6B5 1F3FF 200D 2642 FE0F","fully-qualified",2845
"🚵🏾‍♂️","Man_Mountain_Biking:_Medium-Dark_Skin_Tone","1F6B5 1F3FE 200D 2642 FE0F","fully-qualified",2843
"🚵🏽‍♂️","Man_Mountain_Biking:_Medium_Skin_Tone","1F6B5 1F3FD 200D 2642 FE0F","fully-qualified",2841
"🚵🏼‍♂️","Man_Mountain_Biking:_Medium-Light_Skin_Tone","1F6B5 1F3FC 200D 2642 FE0F","fully-qualified",2839
"🚵🏻‍♂️","Man_Mountain_Biking:_Light_Skin_Tone","1F6B5 1F3FB 200D 2642 FE0F","fully-qualified",2837
"🚴🏿‍♀️","Woman_Biking:_Dark_Skin_Tone","1F6B4 1F3FF 200D 2640 FE0F","fully-qualified",2827
